lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,is_family,has_agent,has_company,adr_per_guest,prev_cancel_ratio,hotel,arrival_date_month,arrival_weekday,meal,country,market_segment,distribution_channel,reserved_room_type,deposit_type,customer_type,agent,company,is_canceled
58,2017,17,29,1,1,2,0,0,0,0,0,0,0,127.0,0,0,2,2,0,1,0,63.5,0.0,Resort Hotel,April,Saturday,BB,DEU,Direct,Direct,F,No Deposit,Transient-Party,250.0,,0
77,2015,34,17,2,5,2,0,0,0,0,0,0,0,154.0,0,0,7,2,0,1,0,77.0,0.0,Resort Hotel,August,Monday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
170,2017,30,28,2,5,2,1,0,0,0,0,1,0,110.0,0,2,7,3,1,1,0,36.666666666666664,0.0,City Hotel,July,Friday,HB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Contract,28.0,,0
119,2016,18,29,1,2,2,0,0,0,0,0,1,0,99.3,0,0,3,2,0,1,0,49.65,0.0,City Hotel,April,Friday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
34,2017,8,21,0,4,2,0,0,0,0,0,0,0,88.4,0,0,4,2,0,1,0,44.2,0.0,City Hotel,February,Tuesday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
123,2016,32,31,2,3,2,1,0,0,0,0,0,0,216.98,0,1,5,3,1,0,0,72.32666666666667,0.0,Resort Hotel,July,Sunday,BB,CHE,Direct,Direct,F,No Deposit,Transient,,,0
20,2016,39,19,1,2,1,0,0,0,0,0,1,0,119.0,0,0,3,1,0,0,1,119.0,0.0,City Hotel,September,Monday,BB,POL,Corporate,Corporate,A,No Deposit,Transient,,293.0,0
2,2016,53,31,0,1,2,2,0,0,0,0,0,0,220.0,0,0,1,4,1,0,0,55.0,0.0,City Hotel,December,Saturday,BB,PRT,Direct,Direct,F,No Deposit,Transient,,,1
197,2016,52,21,1,4,2,1,0,0,0,0,3,0,137.0,0,0,5,3,1,1,0,45.666666666666664,0.0,City Hotel,December,Wednesday,HB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,3.0,,0
109,2016,44,28,1,2,3,0,0,0,0,0,0,0,174.6,0,1,3,3,0,1,0,58.2,0.0,City Hotel,October,Friday,HB,SWE,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
96,2017,21,27,2,1,2,0,0,0,0,0,0,0,153.0,0,0,3,2,0,1,0,76.5,0.0,City Hotel,May,Saturday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
3,2015,41,4,1,0,2,0,0,1,1,0,0,0,126.0,0,0,1,2,0,1,0,63.0,1.0,City Hotel,October,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Contract,9.0,,1
55,2016,28,7,0,1,1,0,0,0,0,0,0,0,79.0,0,0,1,1,0,0,1,79.0,0.0,City Hotel,July,Thursday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,219.0,0
104,2017,26,29,0,1,2,0,0,0,0,0,0,0,108.0,0,0,1,2,0,1,0,54.0,0.0,City Hotel,June,Thursday,BB,ITA,Direct,Direct,A,No Deposit,Transient,14.0,,0
34,2016,22,22,2,1,1,0,0,0,0,0,1,0,98.1,0,1,3,1,0,1,0,98.1,0.0,City Hotel,May,Sunday,SC,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
5,2015,34,17,1,5,2,0,0,0,0,0,0,0,75.0,1,1,6,2,0,1,0,37.5,0.0,City Hotel,August,Monday,BB,ESP,Direct,Direct,B,No Deposit,Transient,14.0,,0
49,2015,40,29,1,5,2,0,0,0,0,0,0,0,105.67,0,1,6,2,0,1,0,52.835,0.0,Resort Hotel,September,Tuesday,HB,ESP,Online TA,TA/TO,D,No Deposit,Transient,242.0,,0
47,2016,20,11,0,4,2,0,0,0,0,0,0,0,92.28,0,1,4,2,0,1,0,46.14,0.0,City Hotel,May,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
322,2017,23,6,0,4,2,0,0,0,0,0,1,0,74.25,0,1,4,2,0,1,0,37.125,0.0,Resort Hotel,June,Tuesday,BB,IRL,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
101,2016,48,26,2,1,2,0,0,0,0,0,0,0,90.0,0,2,3,2,0,1,0,45.0,0.0,City Hotel,November,Saturday,BB,ROU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
50,2016,45,2,0,4,2,0,0,0,0,0,1,0,141.0,0,0,4,2,0,1,0,70.5,0.0,City Hotel,November,Wednesday,HB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,28.0,,0
230,2017,24,12,4,10,2,0,0,0,0,0,0,0,93.6,0,0,14,2,0,1,0,46.8,0.0,Resort Hotel,June,Monday,HB,PRT,Offline TA/TO,TA/TO,D,No Deposit,Contract,315.0,,1
34,2015,45,1,2,1,2,0,0,0,0,0,0,0,60.0,0,0,3,2,0,1,0,30.0,0.0,City Hotel,November,Sunday,BB,FRA,Offline TA/TO,TA/TO,D,No Deposit,Group,28.0,,0
77,2017,21,21,2,0,2,0,0,0,0,0,0,0,144.0,0,0,2,2,0,1,0,72.0,0.0,City Hotel,May,Sunday,SC,PRT,Online TA,TA/TO,A,No Deposit,Transient,8.0,,1
23,2016,48,22,0,4,2,2,0,0,0,0,0,0,147.9,0,1,4,4,1,1,0,36.975,0.0,City Hotel,November,Tuesday,BB,ISR,Online TA,TA/TO,F,No Deposit,Transient,9.0,,1
247,2017,19,13,2,3,2,0,0,0,0,0,1,0,56.0,0,1,5,2,0,1,0,28.0,0.0,Resort Hotel,May,Saturday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,314.0,,0
0,2016,28,7,0,3,2,0,0,0,0,0,0,0,132.16,0,0,3,2,0,1,0,66.08,0.0,Resort Hotel,July,Thursday,BB,CN,Online TA,TA/TO,D,No Deposit,Transient,241.0,,0
189,2016,33,9,0,1,2,0,0,0,0,0,2,0,94.5,0,0,1,2,0,1,0,47.25,0.0,City Hotel,August,Tuesday,BB,FRA,Direct,Direct,A,No Deposit,Transient,14.0,,0
165,2017,10,9,1,3,1,0,0,0,0,0,0,0,88.4,0,3,4,1,0,1,0,88.4,0.0,City Hotel,March,Thursday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
104,2017,33,17,0,3,2,0,0,0,0,0,2,0,155.0,0,1,3,2,0,1,0,77.5,0.0,City Hotel,August,Thursday,BB,IRL,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
121,2016,33,8,2,5,3,0,0,0,0,0,2,0,166.25,0,0,7,3,0,1,0,55.416666666666664,0.0,City Hotel,August,Monday,BB,PRT,Direct,Direct,E,No Deposit,Transient,14.0,,0
1,2017,5,4,0,1,2,1,0,0,0,0,0,0,63.0,0,3,1,3,1,0,0,21.0,0.0,Resort Hotel,February,Saturday,BB,PRT,Direct,TA/TO,C,No Deposit,Transient,,,0
161,2016,25,17,2,4,2,0,0,0,0,0,0,0,72.0,0,2,6,2,0,1,0,36.0,0.0,Resort Hotel,June,Friday,BB,ROU,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
73,2016,15,3,2,1,2,1,0,0,0,0,0,0,94.0,0,0,3,3,1,1,0,31.333333333333332,0.0,City Hotel,April,Sunday,SC,GBR,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
29,2016,6,31,2,4,2,0,0,0,0,0,0,0,79.75,0,1,6,2,0,1,0,39.875,0.0,City Hotel,January,Sunday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
106,2016,18,27,0,4,2,0,0,0,0,0,0,0,85.0,0,0,4,2,0,1,0,42.5,0.0,City Hotel,April,Wednesday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
21,2016,53,29,1,3,2,0,0,0,0,0,0,0,131.35,0,1,4,2,0,1,0,65.675,0.0,City Hotel,December,Thursday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
17,2016,45,30,2,2,3,0,0,0,0,0,0,0,153.62,0,1,4,3,0,1,0,51.20666666666667,0.0,City Hotel,October,Sunday,BB,BEL,Online TA,TA/TO,F,No Deposit,Transient,7.0,,0
317,2016,28,4,1,5,2,0,0,0,0,0,0,0,72.9,0,2,6,2,0,1,0,36.45,0.0,Resort Hotel,July,Monday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
0,2015,52,26,0,1,2,0,0,0,0,0,0,0,65.0,0,0,1,2,0,1,0,32.5,0.0,Resort Hotel,December,Saturday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
113,2016,32,1,1,1,2,0,0,0,0,0,0,0,105.3,0,0,2,2,0,1,0,52.65,0.0,City Hotel,August,Monday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
102,2017,2,8,2,3,2,0,0,0,0,0,0,0,55.8,0,2,5,2,0,1,0,27.9,0.0,Resort Hotel,January,Sunday,BB,GBR,Online TA,TA/TO,E,No Deposit,Transient,240.0,,1
20,2015,36,2,0,4,2,0,0,0,0,0,0,0,80.85,0,2,4,2,0,1,0,40.425,0.0,City Hotel,September,Wednesday,BB,TWN,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
157,2017,30,23,1,0,1,0,0,0,0,0,1,0,84.6,0,1,1,1,0,1,0,84.6,0.0,City Hotel,July,Sunday,BB,BRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,6.0,,0
186,2016,41,3,1,3,2,1,0,0,0,0,0,0,139.3,0,0,4,3,1,1,0,46.43333333333334,0.0,Resort Hotel,October,Monday,HB,PRT,Offline TA/TO,TA/TO,E,No Deposit,Transient,156.0,,1
52,2017,12,20,1,4,2,0,0,0,0,0,0,0,74.8,0,2,5,2,0,1,0,37.4,0.0,City Hotel,March,Monday,SC,NOR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
107,2016,23,3,1,2,2,0,0,0,0,0,0,0,90.67,0,0,3,2,0,1,0,45.335,0.0,City Hotel,June,Friday,BB,FRA,Groups,TA/TO,A,No Deposit,Transient-Party,37.0,,0
36,2015,27,2,1,3,3,0,0,0,0,0,0,0,108.8,0,1,4,3,0,1,0,36.266666666666666,0.0,Resort Hotel,July,Thursday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,241.0,,0
11,2017,21,23,0,1,1,0,0,0,0,0,0,0,130.0,0,0,1,1,0,1,0,130.0,0.0,City Hotel,May,Tuesday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,159.0,,0
46,2017,11,18,1,1,2,0,0,0,0,0,0,0,60.0,0,0,2,2,0,0,0,30.0,0.0,Resort Hotel,March,Saturday,BB,IRL,Direct,Corporate,A,No Deposit,Transient,,,0
174,2017,26,1,2,3,3,0,0,0,0,0,0,0,147.9,0,0,5,3,0,1,0,49.3,0.0,City Hotel,July,Saturday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
98,2017,19,12,0,2,2,0,0,0,0,0,0,0,85.0,0,1,2,2,0,1,0,42.5,0.0,Resort Hotel,May,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
1,2017,11,14,0,2,2,0,0,0,0,0,0,0,65.0,0,1,2,2,0,1,0,32.5,0.0,Resort Hotel,March,Tuesday,BB,AUT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
38,2017,33,19,0,1,2,0,0,0,0,0,0,0,160.0,0,1,1,2,0,1,0,80.0,0.0,City Hotel,August,Saturday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
1,2015,32,8,2,2,2,0,0,0,0,0,0,0,90.0,0,2,4,2,0,1,0,45.0,0.0,City Hotel,August,Saturday,BB,ESP,Online TA,TA/TO,A,No Deposit,Contract,9.0,,0
181,2016,39,23,0,2,3,0,0,0,0,0,0,0,169.0,0,0,2,3,0,1,0,56.333333333333336,0.0,City Hotel,September,Friday,BB,BEL,Direct,Direct,A,No Deposit,Transient,14.0,,0
28,2017,7,13,1,3,2,0,0,0,0,0,0,0,74.8,0,0,4,2,0,1,0,37.4,0.0,City Hotel,February,Monday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
117,2016,53,26,1,2,2,0,0,0,0,0,0,0,93.6,0,2,3,2,0,1,0,46.8,0.0,City Hotel,December,Monday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
5,2017,8,25,0,1,3,0,0,0,0,0,0,0,193.0,0,0,1,3,0,1,0,64.33333333333333,0.0,City Hotel,February,Saturday,BB,ESP,Direct,Direct,F,No Deposit,Transient,14.0,,0
224,2016,53,29,2,3,2,0,0,0,0,0,0,0,82.11,0,0,5,2,0,1,0,41.055,0.0,City Hotel,December,Thursday,BB,AUS,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
37,2016,45,2,1,4,2,0,0,0,0,0,0,0,37.8,0,1,5,2,0,1,0,18.9,0.0,Resort Hotel,November,Wednesday,BB,IRL,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
30,2017,15,14,1,2,3,1,0,0,0,0,0,0,206.52,0,1,3,4,1,1,0,51.63,0.0,City Hotel,April,Friday,BB,ITA,Online TA,TA/TO,G,No Deposit,Transient,7.0,,0
187,2016,28,7,0,2,0,2,0,0,0,0,0,0,86.5,0,0,2,2,1,1,0,43.25,0.0,City Hotel,July,Thursday,BB,GBR,Online TA,TA/TO,B,No Deposit,Transient-Party,9.0,,1
27,2017,11,16,1,3,2,0,0,0,0,0,0,0,132.18,0,1,4,2,0,1,0,66.09,0.0,City Hotel,March,Thursday,BB,DEU,Online TA,TA/TO,E,No Deposit,Transient,9.0,,0
174,2017,30,28,0,1,1,0,0,0,0,0,0,0,75.6,0,0,1,1,0,1,0,75.6,0.0,City Hotel,July,Friday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,168.0,,1
9,2016,19,6,0,2,1,0,0,0,0,0,0,0,90.0,0,0,2,1,0,0,0,90.0,0.0,City Hotel,May,Friday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
30,2017,7,17,0,2,2,0,0,0,0,0,0,0,48.0,0,0,2,2,0,1,0,24.0,0.0,Resort Hotel,February,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
147,2017,21,23,0,4,2,2,0,0,0,0,0,0,168.0,0,2,4,4,1,1,0,42.0,0.0,City Hotel,May,Tuesday,BB,BEL,Direct,Direct,E,No Deposit,Transient,14.0,,1
195,2017,16,20,4,10,2,0,0,0,0,0,0,0,52.85,0,0,14,2,0,1,0,26.425,0.0,Resort Hotel,April,Thursday,BB,GBR,Offline TA/TO,TA/TO,D,No Deposit,Contract,40.0,,0
7,2016,33,8,1,0,1,0,0,0,0,0,0,0,94.0,0,0,1,1,0,0,1,94.0,0.0,City Hotel,August,Monday,BB,FRA,Corporate,Corporate,D,No Deposit,Transient,,227.0,0
9,2016,7,10,0,1,1,0,0,0,0,0,0,0,86.0,0,1,1,1,0,1,0,86.0,0.0,City Hotel,February,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
79,2016,34,17,1,4,2,0,0,0,0,0,0,0,235.6,1,0,5,2,0,1,0,117.8,0.0,Resort Hotel,August,Wednesday,BB,ESP,Direct,Direct,F,No Deposit,Transient-Party,250.0,,0
5,2016,2,4,1,3,2,0,0,0,0,0,2,0,68.0,0,0,4,2,0,0,1,34.0,0.0,Resort Hotel,January,Monday,HB,PRT,Groups,Corporate,A,No Deposit,Transient-Party,,174.0,0
1,2016,53,27,0,2,2,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0,0.0,0.0,City Hotel,December,Tuesday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
185,2015,35,29,1,1,2,1,0,0,1,0,0,0,93.09,0,0,2,3,1,1,0,31.03,1.0,City Hotel,August,Saturday,HB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,6.0,,1
385,2016,39,21,0,4,2,0,0,0,0,0,0,0,66.0,0,0,4,2,0,0,0,33.0,0.0,Resort Hotel,September,Wednesday,BB,PRT,Groups,Direct,A,Non Refund,Transient,,,1
41,2016,24,5,2,2,2,1,0,0,0,0,1,0,200.0,1,0,4,3,1,1,0,66.66666666666667,0.0,Resort Hotel,June,Sunday,BB,AUS,Online TA,TA/TO,H,No Deposit,Transient,240.0,,0
4,2016,21,20,0,1,1,0,0,0,0,0,0,0,90.0,0,0,1,1,0,0,1,90.0,0.0,City Hotel,May,Friday,BB,PRT,Corporate,Corporate,D,No Deposit,Transient,,51.0,1
140,2015,32,4,2,5,2,0,0,0,0,0,0,0,90.95,1,0,7,2,0,1,0,45.475,0.0,Resort Hotel,August,Tuesday,BB,ESP,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,6.0,,0
0,2015,46,9,1,0,1,0,0,0,0,0,0,0,91.0,0,1,1,1,0,1,0,91.0,0.0,City Hotel,November,Monday,BB,ESP,Online TA,TA/TO,A,No Deposit,Contract,9.0,,0
165,2017,20,19,2,2,2,0,0,0,0,0,0,0,225.0,0,0,4,2,0,0,0,112.5,0.0,City Hotel,May,Friday,BB,PRT,Groups,TA/TO,A,Non Refund,Transient,,,1
80,2017,20,17,0,1,2,0,0,0,0,0,0,0,85.0,0,2,1,2,0,1,0,42.5,0.0,Resort Hotel,May,Wednesday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
139,2017,27,3,1,1,2,0,0,0,0,0,0,0,116.1,0,0,2,2,0,1,0,58.05,0.0,City Hotel,July,Monday,BB,DEU,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
5,2016,25,14,0,3,2,0,0,0,0,0,0,0,100.0,0,0,3,2,0,0,1,50.0,0.0,City Hotel,June,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,221.0,1
125,2017,28,10,1,0,3,0,0,0,0,0,0,0,170.5,0,1,1,3,0,1,0,56.833333333333336,0.0,City Hotel,July,Monday,BB,PRT,Direct,Direct,D,No Deposit,Transient,14.0,,1
162,2017,12,20,1,4,2,0,0,0,0,0,0,0,68.07,0,1,5,2,0,1,0,34.035,0.0,City Hotel,March,Monday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,7.0,,1
342,2017,29,16,2,5,2,1,0,0,0,0,0,0,158.85,0,3,7,3,1,1,0,52.95,0.0,City Hotel,July,Sunday,HB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
295,2017,29,20,0,2,0,2,0,0,0,0,0,0,91.4,0,1,2,2,1,0,0,45.7,0.0,City Hotel,July,Thursday,BB,ZAF,Direct,Direct,B,No Deposit,Transient-Party,,,0
0,2015,49,1,0,1,1,0,0,0,0,0,0,0,38.0,0,0,1,1,0,0,0,38.0,0.0,Resort Hotel,December,Tuesday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
62,2017,35,27,1,0,1,0,0,0,0,0,0,0,95.0,0,0,1,1,0,0,0,95.0,0.0,City Hotel,August,Sunday,BB,USA,Direct,Direct,A,No Deposit,Transient,,,0
180,2015,34,16,2,5,1,0,0,0,0,0,0,0,49.74,0,0,7,1,0,1,0,49.74,0.0,City Hotel,August,Sunday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
162,2017,26,1,1,1,2,2,0,0,0,0,0,0,209.0,0,1,2,4,1,1,0,52.25,0.0,City Hotel,July,Saturday,BB,CHE,Online TA,TA/TO,F,No Deposit,Transient,9.0,,0
189,2016,13,25,1,2,2,0,0,0,0,0,0,0,60.0,0,1,3,2,0,1,0,30.0,0.0,City Hotel,March,Friday,BB,PRT,Offline TA/TO,TA/TO,D,No Deposit,Transient,28.0,,0
33,2017,24,16,1,2,2,0,0,0,0,0,2,0,154.0,1,1,3,2,0,1,0,77.0,0.0,Resort Hotel,June,Friday,BB,IRN,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
19,2016,2,8,1,2,2,0,0,0,0,0,0,0,52.8,0,0,3,2,0,1,0,26.4,0.0,Resort Hotel,January,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
120,2017,9,28,0,5,2,0,0,0,0,0,0,0,62.8,0,1,5,2,0,1,0,31.4,0.0,Resort Hotel,February,Tuesday,BB,IRL,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
49,2016,13,21,1,3,2,1,0,0,0,0,0,0,108.8,0,1,4,3,1,1,0,36.266666666666666,0.0,City Hotel,March,Monday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
242,2016,41,7,2,3,3,0,0,0,0,0,0,0,150.45,0,0,5,3,0,1,0,50.15,0.0,City Hotel,October,Friday,BB,BRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
28,2016,40,30,0,2,2,2,0,0,0,0,0,0,224.1,0,2,2,4,1,1,0,56.025,0.0,City Hotel,September,Friday,BB,CHN,Online TA,TA/TO,F,No Deposit,Transient,9.0,,1
1,2017,22,31,0,1,1,0,0,0,0,0,0,0,75.0,0,0,1,1,0,0,1,75.0,0.0,Resort Hotel,May,Wednesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,195.0,0
46,2016,11,11,0,1,1,0,0,0,0,0,1,0,25.0,0,0,1,1,0,1,0,25.0,0.0,Resort Hotel,March,Friday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,375.0,,0
102,2017,15,15,1,1,1,1,0,0,0,0,0,0,79.5,0,0,2,2,1,1,0,39.75,0.0,Resort Hotel,April,Saturday,HB,PRT,Online TA,TA/TO,A,No Deposit,Transient,196.0,,1
45,2016,33,9,0,3,2,0,0,0,0,0,0,0,0.0,0,0,3,2,0,0,0,0.0,0.0,City Hotel,August,Tuesday,SC,BEL,Direct,Direct,A,No Deposit,Transient,,,1
30,2017,13,1,2,1,2,0,0,0,0,0,0,0,120.0,0,0,3,2,0,1,0,60.0,0.0,City Hotel,April,Saturday,SC,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
52,2017,18,6,2,3,2,0,0,0,0,0,0,0,121.68,0,0,5,2,0,1,0,60.84,0.0,City Hotel,May,Saturday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
263,2016,46,7,1,4,1,0,0,0,0,0,1,0,30.03,0,1,5,1,0,1,0,30.03,0.0,Resort Hotel,November,Monday,BB,SWE,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
9,2017,28,12,0,1,2,0,0,0,0,0,0,0,120.0,0,1,1,2,0,1,0,60.0,0.0,City Hotel,July,Wednesday,SC,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
89,2017,20,17,0,3,2,0,0,0,0,0,0,0,135.0,0,0,3,2,0,1,0,67.5,0.0,City Hotel,May,Wednesday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
3,2016,6,6,2,6,2,0,0,0,0,0,0,0,79.0,0,0,8,2,0,1,0,39.5,0.0,City Hotel,February,Saturday,SC,BRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
108,2017,18,4,2,3,2,0,0,0,0,0,0,0,126.0,0,0,5,2,0,1,0,63.0,0.0,City Hotel,May,Thursday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
73,2016,50,5,1,4,2,0,0,0,0,0,0,0,75.0,0,1,5,2,0,1,0,37.5,0.0,City Hotel,December,Monday,BB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,28.0,,0
17,2016,24,11,2,3,3,1,0,0,0,0,0,0,194.0,0,0,5,4,1,1,0,48.5,0.0,Resort Hotel,June,Saturday,BB,PRT,Online TA,TA/TO,H,No Deposit,Transient,240.0,,1
59,2016,40,26,1,1,2,0,0,0,0,0,1,0,135.9,0,0,2,2,0,1,0,67.95,0.0,City Hotel,September,Monday,BB,AUT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
120,2017,35,28,1,5,3,0,0,0,0,0,2,0,265.0,0,0,6,3,0,1,0,88.33333333333333,0.0,Resort Hotel,August,Monday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,241.0,,1
3,2017,13,31,0,1,2,0,0,0,0,0,0,0,107.0,0,0,1,2,0,1,0,53.5,0.0,City Hotel,March,Friday,SC,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
6,2016,33,13,2,1,2,0,0,0,0,0,0,0,163.33,0,2,3,2,0,1,0,81.665,0.0,City Hotel,August,Saturday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
0,2017,18,2,0,2,2,0,0,1,0,1,0,0,85.0,0,1,2,2,0,0,0,42.5,0.0,Resort Hotel,May,Tuesday,BB,ITA,Direct,Direct,A,No Deposit,Transient,,,0
0,2017,2,11,0,1,2,0,0,0,0,0,0,0,90.0,0,0,1,2,0,0,0,45.0,0.0,City Hotel,January,Wednesday,BB,GBR,Direct,Direct,A,No Deposit,Transient,,,0
126,2016,45,4,0,1,2,0,0,0,0,0,0,0,79.2,0,1,1,2,0,1,0,39.6,0.0,City Hotel,November,Friday,SC,NLD,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
76,2017,15,10,1,3,3,0,0,0,0,0,0,0,164.25,0,0,4,3,0,1,0,54.75,0.0,City Hotel,April,Monday,BB,ESP,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
4,2016,52,20,0,1,1,0,0,1,1,6,2,0,39.0,0,0,1,1,0,0,1,39.0,0.1428571428571428,Resort Hotel,December,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,86.0,0
44,2015,46,13,0,2,2,1,0,0,0,0,0,0,65.25,0,1,2,3,1,1,0,21.75,0.0,Resort Hotel,November,Friday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,6.0,,1
103,2015,29,18,2,1,1,0,0,0,0,0,1,0,72.5,0,0,3,1,0,1,0,72.5,0.0,City Hotel,July,Saturday,HB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,17.0,,0
0,2016,49,30,0,1,2,0,0,0,0,0,0,0,48.0,1,3,1,2,0,1,0,24.0,0.0,Resort Hotel,November,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
247,2016,44,28,2,2,2,0,0,0,0,0,0,0,70.03,0,1,4,2,0,1,0,35.015,0.0,City Hotel,October,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,7.0,,1
47,2016,36,28,2,3,2,0,0,0,0,0,0,0,116.5,0,2,5,2,0,1,0,58.25,0.0,City Hotel,August,Sunday,HB,ESP,Online TA,TA/TO,A,No Deposit,Transient,15.0,,0
25,2016,50,7,1,4,2,0,0,0,0,0,0,0,96.9,0,2,5,2,0,1,0,48.45,0.0,City Hotel,December,Wednesday,BB,JPN,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
8,2016,49,3,1,1,2,0,0,0,0,0,1,0,111.5,0,0,2,2,0,1,0,55.75,0.0,City Hotel,December,Saturday,BB,BEL,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
85,2016,52,21,2,8,2,2,0,0,0,0,0,0,89.4,0,1,10,4,1,1,0,22.35,0.0,Resort Hotel,December,Wednesday,BB,GBR,Online TA,TA/TO,G,No Deposit,Transient,240.0,,0
7,2017,23,7,0,2,1,0,0,1,0,3,0,0,75.0,0,0,2,1,0,0,1,75.0,0.0,Resort Hotel,June,Wednesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,270.0,0
